id,archive_file,raw_category,app_category,filename,media_type,is_reel,is_story,width,height,resolution,duration_seconds,file_size_bytes,file_size_kb,title,caption,hashtags,audience_age_group,is_safe,moderation_status,safety_score,adult_score,app_destination_tab,safety_reason
33,Member3Animals.zip,Member3Animals,Nature,Forest-Animal-Jokes-and-Puns-for-Kids.jpg,IMAGE,False,False,680,680,680x680,,71050,69.4,Forest Animal Jokes & Puns for Kids,Why did the bear cross the road? To prove to the raccoon he had guts! Share these silly woodland jokes with your family today!,#AnimalJokes #KidLaughs #BearJokes #SillyPuns #LittleNetFun,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
34,Member3Animals.zip,Member3Animals,Nature,fun-animal-facts-for-kids.jpg,IMAGE,False,False,1024,724,1024x724,,82651,80.7,Fun Animal Facts: Nature's Record Breakers,"From cheetahs sprinting at 70 mph to snails taking a 3-year nap, our planet's animal kingdom is full of wild records!",#AnimalRecords #FunFacts #KidsEducation #WildlifeWonder #LittleNetEdu,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
35,Member3Animals.zip,Member3Animals,Nature,93546-004-DDB10B76.jpg,IMAGE,False,False,600,338,600x338,,29856,29.2,Majestic Big Cat in the Wild,Look closely into the golden eyes of this magnificent big cat. Protecting natural habitats ensures our endangered wildlife thrives for generations.,#BigCats #WildlifeConservation #EndangeredSpecies #NatureLovers #PlanetEarth,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
36,Member3Animals.zip,Member3Animals,Nature,Animal_Facts_For_Kids_13.webp,IMAGE,False,False,1080,1080,1080x1080,,190684,186.2,Wildlife Spotter Guide #13,Can you spot the difference between an African and Asian elephant? Look at the ear shapes—African elephants have ears shaped like the continent of Africa!,#WildlifeGuide #AnimalSpotter #NatureCard #EcoKids #LittleNetExplorer,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
37,Member3Animals.zip,Member3Animals,Nature,VID_20260905_015924_177.mp4,VIDEO,True,False,1080,1920,1080x1920,18.8,7978322,7791.3,Golden Hamster Obstacle Course,This speedy hamster loves solving cardboard tunnels and climbing ramps! Hamsters have stretchy cheek pouches to carry food back to bed.,#HamsterRun #PetGames #PocketPets #CuteRodents #LittleNetPets,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
38,Member3Animals.zip,Member3Animals,Nature,VID_20260905_015928_181.mp4,VIDEO,False,False,1080,1920,1080x1920,117.2,35850910,35010.7,Furry Farm Friends Morning Routine,"Good morning from the animal rescue farm! Watch the sheep, pygmy goats, and miniature ponies enjoy their fresh morning hay together.",#FarmLife #GentleAnimals #RescueFarm #AnimalCare #CountryLiving,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
39,Member3Animals.zip,Member3Animals,Nature,VID_20260905_020001_865.mp4,VIDEO,True,False,1080,1920,1080x1920,17.3,5205668,5083.7,Friendly Hedgehog Sniffing Around,Hedgehogs have thousands of smooth quills that protect them when curled into a ball. Watch this curious nose twitch and explore the garden!,#Hedgehog #TinyPaws #GardenCreatures #CuteWildlife #NatureLovers,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
40,Member3Animals.zip,Member3Animals,Nature,VID_20260905_020007_448.mp4,VIDEO,True,False,1080,1920,1080x1920,12.2,2970543,2900.9,Playful Pug Puppy Head Tilt,Why do dogs tilt their heads when you talk to them? Scientists say it helps them hear frequencies better and understand our expressions!,#PugLife #HeadTilt #PuppyMagic #DogHumor #LittleNetFriends,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
41,Member3Animals.zip,Member3Animals,Nature,VID_20260905_020036_075.mp4,VIDEO,True,False,1080,1920,1080x1920,33.2,15870872,15498.9,Chameleon Changing Patterns,Chameleons change skin color using microscopic nanocrystals under their scales! They do this to regulate body temp and express moods.,#ChameleonColors #ReptileWorld #NatureMagic #AmazingAnimals #ScienceKids,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
42,Member3Animals.zip,Member3Animals,Nature,VID_20260905_020053_420.mp4,VIDEO,True,False,1080,1920,1080x1920,15.0,8550352,8350.0,Mother Duck Leading Ducklings,Count the baby ducklings! Ducklings follow their mother through imprinting right after hatching. Swimming together keeps everyone safe!,#Ducklings #PondLife #SpringVibes #WaterBirds #FamilyInNature,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
43,Member3Animals.zip,Member3Animals,Nature,VID_20260905_020122_481.mp4,VIDEO,True,False,1080,1920,1080x1920,13.4,6544560,6391.2,Sea Turtle Glide in Coral Reef,Sea turtles have cruised the world's oceans for over 100 million years! Look at this green turtle gliding through colorful coral reefs.,#SeaTurtle #OceanPreservation #CoralReefs #MarineLife #BluePlanet,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
44,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054035_358.mp4,VIDEO,True,False,1080,1920,1080x1920,24.8,5913529,5774.9,Fluffy Alpaca Chewing Grass,Alpacas are famous for their super-soft fleece and gentle humming sounds. They love living in social herds high in the Andes mountains!,#AlpacaLove #FluffyFriends #MountainLife #GentleCreatures #CuteAnimals,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
45,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054145_865.mp4,VIDEO,True,False,1080,1920,1080x1920,26.7,8398673,8201.8,Speedy Cheetah Sprint Training,Cheetahs can accelerate faster than a sports car—from 0 to 60 mph in just 3 seconds! Notice how the tail works like a steering rudder.,#CheetahFast #WildCats #SpeedRecord #AfricanWildlife #BigCats,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
46,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054229_037.mp4,VIDEO,True,False,1080,1920,1080x1920,35.1,11781259,11505.1,Playful Beaver Building a Lodge,"Beavers are nature's master engineers! Their orange-enameled teeth never stop growing, helping them fell branches and build protective ponds.",#BeaverLodge #NatureEngineers #RiverLife #ForestAnimals #EcoHeroes,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
47,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054405_689.mp4,VIDEO,True,False,1080,1920,1080x1920,18.3,6095299,5952.4,Baby Fox Kits Playing Tag,"Fox kits are full of energy! Playing tag and hide-and-seek among the fallen leaves teaches them tracking, balance, and survival skills.",#FoxKits #ForestAdventures #WildKits #PlaytimeInNature #WildlifeKids,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
48,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054327_158.mp4,VIDEO,True,False,1080,1920,1080x1920,15.3,14745188,14399.6,Curious Squirrel Stashing Acorns,Did you know squirrels plant thousands of oak trees every year just by forgetting where they buried their acorns? Nature's accidental foresters!,#SquirrelLife #AcornStash #ForestFriends #TreePlanters #WildlifeTrivia,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
49,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054420_596.mp4,VIDEO,True,False,1080,1920,1080x1920,11.2,3055795,2984.2,Friendly Seal Pops Up to Say Hello,Look at those big whiskered smiles! Seals use their sensitive whiskers to detect underwater vibrations and find schooling fish.,#SealPup #OceanBuddy #Whiskers #SeaExplorer #LittleNetNature,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
50,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054527_168.mp4,VIDEO,True,False,1080,1920,1080x1920,12.8,5230777,5108.2,Hummingbird Hovering at Flower,Hummingbirds beat their wings up to 80 times per second and can fly backwards! Watch this iridescent jewel sip sweet nectar from morning blossoms.,#Hummingbird #AvianBeauty #FastWings #FlowerNectar #WingedWonder,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
51,Member3Animals.zip,Member3Animals,Nature,VID_20260906_032153_286.mp4,VIDEO,True,False,1080,1920,1080x1920,13.7,4679389,4569.7,Pygmy Goat Joyful Bounce,Baby goats have endless bounce! Jumping up on tree stumps and rocks is their favorite playground game. Pure happiness on four hooves!,#BabyGoat #FarmPlay #BouncyPaws #HappyAnimals #LittleNetCountry,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
52,Member3Animals.zip,Member3Animals,Nature,VID-20260906-WA0045.mp4,VIDEO,True,False,478,850,478x850,15.0,2873510,2806.2,Bright Macaw Flying Free,"With bright scarlet and azure wings, macaws can fly up to 35 miles per hour across the lush rainforest canopy. True marvels of nature!",#ScarletMacaw #RainforestBirds #JungleExplorer #BirdFlight #NatureVibe,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
53,Member3Animals.zip,Member3Animals,Nature,VID-20260906-WA0046.mp4,VIDEO,True,False,478,850,478x850,43.0,9134382,8920.3,Gentle Sloth Slow Stretch,"Sloths live life in slow motion! Because their leafy diet is low in calories, moving slowly preserves all their energy. Take it easy today!",#SlothVibes #SlowDown #TreetopNap #RainforestWildlife #ChillAnimals,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
54,Member3Animals.zip,Member3Animals,Nature,VID-20260906-WA0043.mp4,VIDEO,True,False,720,1280,720x1280,30.1,4456833,4352.4,Playful Lemurs of Madagascar,Ring-tailed lemurs love warming their bellies in the morning sun with a cross-legged yoga pose! They communicate using high-pitched calls.,#RingTailedLemur #Madagascar #SunBathers #PrimateLovers #WildPlanet,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
55,Member3Animals.zip,Member3Animals,Nature,VID-20260906-WA0044.mp4,VIDEO,True,False,720,1280,720x1280,30.2,4618693,4510.4,Kangaroo Joey Peeking from Pouch,"Peek-a-boo! A kangaroo mother's pouch keeps her tiny joey warm, fed, and cozy until it's ready to hop into the Australian bush.",#KangarooJoey #OutbackWildlife #Marsupials #MotherLove #AussieAnimals,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
56,Member3Animals.zip,Member3Animals,Nature,IMG-20260906-WA0026.jpg,IMAGE,False,False,1031,1358,1031x1358,,137042,133.8,Gentle Giant Giraffe Infographic,Giraffes only need 5 to 30 minutes of sleep each day! Check out how these graceful giants reach the freshest acacia tree leaves.,#GiraffeFacts #TallTrees #SavannahStudy #ScienceCard #EcoKids,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
57,Member3Animals.zip,Member3Animals,Nature,IMG-20260906-WA0027.jpg,IMAGE,False,False,1009,1344,1009x1344,,212717,207.7,Penguin Colony Family Portrait,Emperor penguin dads balance the single egg on their feet under a warm feather pouch during harsh winter blizzards. True teamwork!,#EmperorPenguin #FamilyLove #AntarcticNature #BirdFacts #CoolPlanet,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
58,Member3Animals.zip,Member3Animals,Nature,IMG-20260906-WA0025.jpg,IMAGE,False,False,1011,1254,1011x1254,,122434,119.6,Whale Song Communication Guide,Blue whale vocalizations are louder than a jet engine and can travel hundreds of miles through deep ocean currents. Listen to nature's song!,#WhaleSongs #BlueWhale #OceanAcoustics #MarineWonder #DeepBlue,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
